(2.6689610564360544,3.880492726753278)
(4.626010258924054,2.522730673106113)
(1.387680243252683,1.893392828357291)
(0.8485969820751987,2.709142761368177)
(1.469959197872398,2.202687843967661)
(2.820072136675978,2.1303916358686332)
(1.0200975513447752,2.165563741039614)
(-2.212767614318029,-2.8421920982152042)
(-0.4863169823196073,-0.591234232885679)
(-2.7859244148073072,-3.5268717935290734)
(-1.646590188898297,-0.24480874385618467)
(-3.741169621084013,-2.974458809436889)
(-2.236661443540542,-4.584331861776826)
(-3.0214578596951287,-1.475263927840954)
(-2.6410097894714317,-3.590760975865906)
(-3.3884959806352724,-1.7490221548122715)
(-2.9505439104623408,-0.9162815384991846)
(-2.419517224684574,-4.294510473255095)
(-3.0548052321892873,-2.1580611790178654)
(-2.3340005474697674,-1.8605577690400459)
(-3.3283567558505096,-4.974403721260233)
(-0.04543911541354695,-4.526756670634645)
(-0.01974184051351413,-4.212608269832954)
(-3.7581878357751957,-1.955889561532023)
(-2.0352169896653853,-0.30793445850243406)
(-3.371865524815696,-1.8293441640042758)
(-4.361491482439766,-1.1814403669377493)
(-3.0327317618074017,-0.16231006889223354)
(-2.944904477638655,-2.7279324738219897)
(-2.4606139645806384,-3.43941741363116)
(-3.698513029137847,-0.9396059332648787)
(-0.968984944672146,-0.5380843971372129)
(-0.16657549054844567,-2.516198921306376)
(-2.7643391998287328,-3.7351876265833415)
(-3.577149880249963,-2.378011511722988)
(-3.03547577367313,-0.717224159243936)
(-4.5387341185348635,-3.7290664052869635)
(-3.8101430971453554,-2.8117589578899373)
(-4.985964202397798,-3.3960407892915416)
(-0.9516273192713903,-4.219655122006359)
(-0.11228200073322536,-1.335024088831862)
(-3.7504243589892097,-1.0910460860516062)
(-4.365679173759815,-1.128395492835338)
(-3.065919453080717,-3.3386222364199774)
(-1.307668588821732,-0.7960819475184694)
(-1.3955101307894697,-2.9962789944322656)
(-2.4686275512054956,-4.799283009449209)
(-3.1471842229959117,-3.261778249285867)
(-4.395392473405784,-2.4361092084572613)
(-1.3616516994142462,-0.8804322863898228)
(-3.5054978746285337,-2.2647957812961295)
(-1.6460133134055694,-4.697015307436045)
(-3.2957258583686624,-2.7313040306683316)
(-4.6294264251791235,-2.6351531594072855)
(-3.8713646823844057,-0.39111694657693763)
(-1.2727983648083825,-1.7617874833024716)
(-0.375153881397462,-3.53472848912395)
(-2.2016215447814584,-0.9844079099268999)
(-0.08581591517845044,-3.898957945774267)
(-3.5508377846944454,-0.8978109532965978)
(-0.24347926071769666,-2.3031055204455573)
(-2.130966178427877,-0.37374399161008987)
(-1.6394498371922546,-3.5255681767887195)
(-3.063725422053831,-4.062704330624372)
(-2.980966697955003,-4.9723800336194675)
(-1.6523145618397446,-4.465149327744437)
(-1.3119856539934682,-2.2779128431320657)
(-3.230218153833064,-1.6966509494540105)
(-1.6724760294413454,-4.594550802254686)
(-1.8726745659409256,-0.4063339653112402)
(-1.3393438581491968,-1.9144710318041986)
(-3.544813141452858,-2.7043342014479546)
(-4.477432451658582,-4.919663017999937)
(-1.5221361086275464,-2.492098825221844)
(-4.797125485355986,-1.8918418510721813)
(-2.0314407034562825,-4.003938550039144)
(-3.584700241300224,-2.4729710926460107)
(-0.4294976726727989,-2.3653200320933054)
(-2.358724747595397,-1.7996884833239695)
(-4.392647115368899,-1.6295850390409532)
(-2.322964053310108,-0.790107687444988)
(-2.4247760781246637,-2.906342891556865)
(-4.435567974029585,-2.5903701171357696)
(-4.412211137106356,-3.556409836284746)
(-1.9253653557298906,-4.606581524859969)
(-3.451959369610572,-0.644931776163889)
(-1.78372765817508,-4.797707537261202)
(-2.568458617847563,-4.593136571584368)
(-4.6335489162606684,-0.5151142918151874)
(-1.8432065964052136,-2.9348442627436993)
(-4.572792222671037,-0.10590694578443305)
(-4.070616342280419,-4.170467040264486)
(-0.18359284704599355,-3.200132780593731)
(-1.2428801895259394,-2.9096548493241903)
(-3.216209194670113,-1.7006889645486278)
(-3.04708753364604,-0.20993906098437765)
(-3.150839961910412,-1.9700483055996538)
(-0.0698787381231214,-4.5755804565080815)
(-3.476197338872342,-4.62295278197681)
(-0.01223846985898891,-0.5711537383865084)
(-2.2963028833497816,-4.054969370171461)
(-0.6501546344339709,-2.5570987781664845)
(-3.3469857263734704,-4.52160070590851)
(-2.8592657265746575,-2.254117300812558)
(-1.5639549272670021,-0.6435885894149579)
(-3.100916391682658,-2.546648511250174)
(-2.0067673233259176,-1.1426005675121846)
